t,3 mm,t,4 mm,t,5 mm,t,6.5 mm,t,8 mm,t,10 mm,t,11.5 mm,t,15 mm
4.97E-08,9.4737,4.97E-08,10.93011,4.97E-08,12.2128,4.97E-08,13.91717,4.97E-08,15.43328,4.97E-08,17.24913,4.97E-08,19.34639,4.97E-08,22.03779
5.47E-08,7.76789,5.47E-08,8.55567,5.47E-08,9.55562,5.47E-08,10.88512,5.47E-08,12.06859,5.47E-08,13.48659,5.47E-08,14.48109,5.47E-08,16.53065
5.97E-08,6.72465,5.97E-08,7.51003,5.97E-08,8.38495,5.97E-08,9.54804,5.97E-08,10.58332,5.97E-08,11.82344,5.97E-08,12.67847,5.97E-08,14.46973
6.47E-08,5.90909,6.47E-08,6.76638,6.47E-08,7.55679,6.47E-08,8.60847,6.47E-08,9.54558,6.47E-08,10.66923,6.47E-08,11.44369,6.47E-08,13.07037
6.97E-08,5.37881,6.97E-08,6.16672,6.97E-08,6.88446,6.97E-08,7.83828,6.97E-08,8.68719,6.97E-08,9.70384,6.97E-08,10.40167,6.97E-08,11.86976
7.47E-08,4.97289,7.47E-08,5.71741,7.47E-08,6.38475,7.47E-08,7.2713,7.47E-08,8.06018,7.47E-08,9.00483,7.47E-08,9.65285,7.47E-08,11.01686
7.97E-08,4.64567,7.97E-08,5.35146,7.97E-08,5.97909,7.97E-08,6.81237,7.97E-08,7.55351,7.97E-08,8.44072,7.97E-08,9.04899,7.97E-08,10.3295
8.47E-08,4.37018,8.47E-08,5.0437,8.47E-08,5.63961,8.47E-08,6.43009,8.47E-08,7.13272,8.47E-08,7.97344,8.47E-08,8.54955,8.47E-08,9.76222
8.97E-08,4.12996,8.97E-08,4.77672,8.97E-08,5.3468,8.97E-08,6.10223,8.97E-08,6.77317,8.97E-08,7.5755,8.97E-08,8.12499,8.97E-08,9.28134
9.47E-08,3.9145,9.47E-08,4.53894,9.47E-08,5.08767,9.47E-08,5.81396,9.47E-08,6.45839,9.47E-08,7.22849,9.47E-08,7.75558,9.47E-08,8.86438
9.97E-08,3.71687,9.97E-08,4.32246,9.97E-08,4.85332,9.97E-08,5.55506,9.97E-08,6.17705,9.97E-08,6.91974,9.97E-08,7.42774,9.97E-08,8.49581
1.05E-07,3.53244,1.05E-07,4.12185,1.05E-07,4.63751,1.05E-07,5.31833,1.05E-07,5.92111,1.05E-07,6.64025,1.05E-07,7.13179,1.05E-07,8.16463
1.10E-07,3.35813,1.10E-07,3.93332,1.10E-07,4.43584,1.10E-07,5.09859,1.10E-07,5.68476,1.10E-07,6.38348,1.10E-07,6.8607,1.10E-07,7.86276
1.15E-07,3.19195,1.15E-07,3.75425,1.15E-07,4.24515,1.15E-07,4.89208,1.15E-07,5.46372,1.15E-07,6.14455,1.15E-07,6.60921,1.15E-07,7.58419
1.20E-07,3.03269,1.20E-07,3.58287,1.20E-07,4.06324,1.20E-07,4.69604,1.20E-07,5.25481,1.20E-07,5.91981,1.20E-07,6.37337,1.20E-07,7.32433
1.25E-07,2.87967,1.25E-07,3.41808,1.25E-07,3.88859,1.25E-07,4.50849,1.25E-07,5.05567,1.25E-07,5.70652,1.25E-07,6.15016,1.25E-07,7.07967
1.30E-07,2.7326,1.30E-07,3.25919,1.30E-07,3.7202,1.30E-07,4.32803,1.30E-07,4.86457,1.30E-07,5.50258,1.30E-07,5.93728,1.30E-07,6.84747
1.35E-07,2.59141,1.35E-07,3.10587,1.35E-07,3.55747,1.35E-07,4.15369,1.35E-07,4.68028,1.35E-07,5.30645,1.35E-07,5.73297,1.35E-07,6.62559
1.40E-07,2.45619,1.40E-07,2.95802,1.40E-07,3.40007,1.40E-07,3.98487,1.40E-07,4.50192,1.40E-07,5.11697,1.40E-07,5.53591,1.40E-07,6.41237
1.45E-07,2.32707,1.45E-07,2.81567,1.45E-07,3.24788,1.45E-07,3.82121,1.45E-07,4.32892,1.45E-07,4.93333,1.45E-07,5.34512,1.45E-07,6.20655
1.50E-07,2.20417,1.50E-07,2.67892,1.50E-07,3.10091,1.50E-07,3.66252,1.50E-07,4.16093,1.50E-07,4.75496,1.50E-07,5.15991,1.50E-07,6.00715
1.55E-07,2.08758,1.55E-07,2.5479,1.55E-07,2.95925,1.55E-07,3.50878,1.55E-07,3.99776,1.55E-07,4.5815,1.55E-07,4.97978,1.55E-07,5.81344
1.60E-07,1.99161,1.60E-07,2.42274,1.60E-07,2.82301,1.60E-07,3.36004,1.60E-07,3.83938,1.60E-07,4.41276,1.60E-07,4.80444,1.60E-07,5.6249
1.61E-07,1.9735,1.61E-07,2.39833,1.61E-07,2.79634,1.61E-07,3.3308,1.61E-07,3.80818,1.61E-07,4.37947,1.61E-07,4.76983,1.61E-07,5.58766
1.62E-07,1.95569,1.62E-07,2.3742,1.62E-07,2.76994,1.62E-07,3.30183,1.62E-07,3.77724,1.62E-07,4.34644,1.62E-07,4.73548,1.62E-07,5.5507
1.63E-07,1.9381,1.63E-07,2.35033,1.63E-07,2.74377,1.63E-07,3.27308,1.63E-07,3.7465,1.63E-07,4.3136,1.63E-07,4.70132,1.63E-07,5.51395
1.64E-07,1.92102,1.64E-07,2.3267,1.64E-07,2.71784,1.64E-07,3.24454,1.64E-07,3.71597,1.64E-07,4.28096,1.64E-07,4.66736,1.64E-07,5.47739
1.65E-07,1.90399,1.65E-07,2.30331,1.65E-07,2.69214,1.65E-07,3.21622,1.65E-07,3.68564,1.65E-07,4.24851,1.65E-07,4.63358,1.65E-07,5.44102
1.66E-07,1.88759,1.66E-07,2.28178,1.66E-07,2.66667,1.66E-07,3.1881,1.66E-07,3.65551,1.66E-07,4.21625,1.66E-07,4.59999,1.66E-07,5.40484
1.67E-07,1.87117,1.67E-07,2.26157,1.67E-07,2.64143,1.67E-07,3.1602,1.67E-07,3.62557,1.67E-07,4.18417,1.67E-07,4.56657,1.67E-07,5.36884
1.68E-07,1.85534,1.68E-07,2.24161,1.68E-07,2.61641,1.68E-07,3.13251,1.68E-07,3.59583,1.68E-07,4.15228,1.68E-07,4.53334,1.68E-07,5.33302
1.69E-07,1.83952,1.69E-07,2.22229,1.69E-07,2.59162,1.69E-07,3.10502,1.69E-07,3.56629,1.69E-07,4.12057,1.69E-07,4.5003,1.69E-07,5.29738
1.70E-07,1.82425,1.70E-07,2.20302,1.70E-07,2.56706,1.70E-07,3.07775,1.70E-07,3.53695,1.70E-07,4.08905,1.70E-07,4.46743,1.70E-07,5.26192
1.71E-07,1.80901,1.71E-07,2.1842,1.71E-07,2.54273,1.71E-07,3.0507,1.71E-07,3.5078,1.71E-07,4.05771,1.71E-07,4.43474,1.71E-07,5.22664
1.72E-07,1.79424,1.72E-07,2.16572,1.72E-07,2.51863,1.72E-07,3.02385,1.72E-07,3.47885,1.72E-07,4.02657,1.72E-07,4.40223,1.72E-07,5.19153
1.73E-07,1.77958,1.73E-07,2.14733,1.73E-07,2.49476,1.73E-07,2.99722,1.73E-07,3.45011,1.73E-07,3.99561,1.73E-07,4.36991,1.73E-07,5.1566
1.74E-07,1.76526,1.74E-07,2.12957,1.74E-07,2.47117,1.74E-07,2.9708,1.74E-07,3.42156,1.74E-07,3.96483,1.74E-07,4.33777,1.74E-07,5.12185
1.75E-07,1.75117,1.75E-07,2.11182,1.75E-07,2.45043,1.75E-07,2.94459,1.75E-07,3.39322,1.75E-07,3.93425,1.75E-07,4.3058,1.75E-07,5.08727
1.76E-07,1.73725,1.76E-07,2.09458,1.76E-07,2.42979,1.76E-07,2.9186,1.76E-07,3.36507,1.76E-07,3.90385,1.76E-07,4.27402,1.76E-07,5.05286
1.77E-07,1.72371,1.77E-07,2.07747,1.77E-07,2.40992,1.77E-07,2.89283,1.77E-07,3.33713,1.77E-07,3.87365,1.77E-07,4.24243,1.77E-07,5.01863
1.78E-07,1.71027,1.78E-07,2.06072,1.78E-07,2.3901,1.78E-07,2.86727,1.78E-07,3.3094,1.78E-07,3.84363,1.78E-07,4.21101,1.78E-07,4.98457
1.79E-07,1.69714,1.79E-07,2.0442,1.79E-07,2.37054,1.79E-07,2.84192,1.79E-07,3.28187,1.79E-07,3.81381,1.79E-07,4.17978,1.79E-07,4.95069
1.80E-07,1.68424,1.80E-07,2.02797,1.80E-07,2.3515,1.80E-07,2.81679,1.80E-07,3.25454,1.80E-07,3.78418,1.80E-07,4.14874,1.80E-07,4.91699
1.81E-07,1.67146,1.81E-07,2.01199,1.81E-07,2.3325,1.81E-07,2.79188,1.81E-07,3.22742,1.81E-07,3.75474,1.81E-07,4.11788,1.81E-07,4.88345
1.82E-07,1.65901,1.82E-07,1.99627,1.82E-07,2.314,1.82E-07,2.76719,1.82E-07,3.2005,1.82E-07,3.72549,1.82E-07,4.0872,1.82E-07,4.8501
1.83E-07,1.64675,1.83E-07,1.98078,1.83E-07,2.2957,1.83E-07,2.74271,1.83E-07,3.17379,1.83E-07,3.69643,1.83E-07,4.05671,1.83E-07,4.81691
1.84E-07,1.63462,1.84E-07,1.96558,1.84E-07,2.27762,1.84E-07,2.71845,1.84E-07,3.14728,1.84E-07,3.66758,1.84E-07,4.02641,1.84E-07,4.78391
1.85E-07,1.62276,1.85E-07,1.95054,1.85E-07,2.25997,1.85E-07,2.6954,1.85E-07,3.12099,1.85E-07,3.63891,1.85E-07,3.99629,1.85E-07,4.75107
1.86E-07,1.61111,1.86E-07,1.93585,1.86E-07,2.24235,1.86E-07,2.67408,1.86E-07,3.0949,1.86E-07,3.61044,1.86E-07,3.96637,1.86E-07,4.71842
1.87E-07,1.59961,1.87E-07,1.92124,1.87E-07,2.22529,1.87E-07,2.65342,1.87E-07,3.06902,1.87E-07,3.58217,1.87E-07,3.93663,1.87E-07,4.68594
1.88E-07,1.58827,1.88E-07,1.90704,1.88E-07,2.20822,1.88E-07,2.63294,1.88E-07,3.04335,1.88E-07,3.5541,1.88E-07,3.90708,1.88E-07,4.65364
1.89E-07,1.5772,1.89E-07,1.89292,1.89E-07,2.19165,1.89E-07,2.61252,1.89E-07,3.01788,1.89E-07,3.52622,1.89E-07,3.87772,1.89E-07,4.62152
1.90E-07,1.5663,1.90E-07,1.8791,1.90E-07,2.17512,1.90E-07,2.59278,1.90E-07,2.99263,1.90E-07,3.49854,1.90E-07,3.84856,1.90E-07,4.58957
1.91E-07,1.55554,1.91E-07,1.86548,1.91E-07,2.15901,1.91E-07,2.57312,1.91E-07,2.96758,1.91E-07,3.47106,1.91E-07,3.81958,1.91E-07,4.5578
1.92E-07,1.54493,1.92E-07,1.85198,1.92E-07,2.14297,1.92E-07,2.55368,1.92E-07,2.94274,1.92E-07,3.44378,1.92E-07,3.7908,1.92E-07,4.52621
1.93E-07,1.53453,1.93E-07,1.83883,1.93E-07,2.12734,1.93E-07,2.53471,1.93E-07,2.91811,1.93E-07,3.41669,1.93E-07,3.76221,1.93E-07,4.49481
1.94E-07,1.52433,1.94E-07,1.82579,1.94E-07,2.11176,1.94E-07,2.51578,1.94E-07,2.89498,1.94E-07,3.38981,1.94E-07,3.73381,1.94E-07,4.46358
1.95E-07,1.51428,1.95E-07,1.81293,1.95E-07,2.0966,1.95E-07,2.49733,1.95E-07,2.87338,1.95E-07,3.36313,1.95E-07,3.7056,1.95E-07,4.43253
1.96E-07,1.50437,1.96E-07,1.80035,1.96E-07,2.08147,1.96E-07,2.47903,1.96E-07,2.85234,1.96E-07,3.33665,1.96E-07,3.67759,1.96E-07,4.40166
1.97E-07,1.49462,1.97E-07,1.78789,1.97E-07,2.06674,1.97E-07,2.46097,1.97E-07,2.83136,1.97E-07,3.31036,1.97E-07,3.64977,1.97E-07,4.37098
1.98E-07,1.48501,1.98E-07,1.7756,1.98E-07,2.05209,1.98E-07,2.44326,1.98E-07,2.81064,1.98E-07,3.28428,1.98E-07,3.62215,1.98E-07,4.34048
1.99E-07,1.47556,1.99E-07,1.76358,1.99E-07,2.03774,1.99E-07,2.42563,1.99E-07,2.79042,1.99E-07,3.2584,1.99E-07,3.59472,1.99E-07,4.31016
2.00E-07,1.46629,2.00E-07,1.75168,2.00E-07,2.02356,2.00E-07,2.40847,2.00E-07,2.77025,2.00E-07,3.23272,2.00E-07,3.56749,2.00E-07,4.28002
2.01E-07,1.45716,2.01E-07,1.73991,2.01E-07,2.00953,2.01E-07,2.39131,2.01E-07,2.75046,2.01E-07,3.20725,2.01E-07,3.54046,2.01E-07,4.25007
2.02E-07,1.44818,2.02E-07,1.72841,2.02E-07,1.99581,2.02E-07,2.37463,2.02E-07,2.73098,2.02E-07,3.18197,2.02E-07,3.51362,2.02E-07,4.2203
2.03E-07,1.43934,2.03E-07,1.71705,2.03E-07,1.98217,2.03E-07,2.35795,2.03E-07,2.71154,2.03E-07,3.15689,2.03E-07,3.48697,2.03E-07,4.19072
2.04E-07,1.43064,2.04E-07,1.70582,2.04E-07,1.96882,2.04E-07,2.34171,2.04E-07,2.69267,2.04E-07,3.13289,2.04E-07,3.46052,2.04E-07,4.16132
2.05E-07,1.42208,2.05E-07,1.69474,2.05E-07,1.95563,2.05E-07,2.3255,2.05E-07,2.67385,2.05E-07,3.11097,2.05E-07,3.43427,2.05E-07,4.13211
2.06E-07,1.41365,2.06E-07,1.68389,2.06E-07,1.94255,2.06E-07,2.30969,2.06E-07,2.65534,2.06E-07,3.08937,2.06E-07,3.40822,2.06E-07,4.10308
2.07E-07,1.40535,2.07E-07,1.67318,2.07E-07,1.92977,2.07E-07,2.29392,2.07E-07,2.63711,2.07E-07,3.06784,2.07E-07,3.38236,2.07E-07,4.07424
2.08E-07,1.39718,2.08E-07,1.66259,2.08E-07,1.91711,2.08E-07,2.27854,2.08E-07,2.61897,2.08E-07,3.04671,2.08E-07,3.3567,2.08E-07,4.04559
2.09E-07,1.38914,2.09E-07,1.65214,2.09E-07,1.90458,2.09E-07,2.26319,2.09E-07,2.60129,2.09E-07,3.02593,2.09E-07,3.33124,2.09E-07,4.01712
2.10E-07,1.38123,2.10E-07,1.64186,2.10E-07,1.89232,2.10E-07,2.24822,2.10E-07,2.58361,2.10E-07,3.0052,2.10E-07,3.30597,2.10E-07,3.98885
2.11E-07,1.37344,2.11E-07,1.63176,2.11E-07,1.88018,2.11E-07,2.23331,2.11E-07,2.56639,2.11E-07,2.98492,2.11E-07,3.2827,2.11E-07,3.96075
2.12E-07,1.36577,2.12E-07,1.62179,2.12E-07,1.86815,2.12E-07,2.21869,2.12E-07,2.54922,2.12E-07,2.96487,2.12E-07,3.26072,2.12E-07,3.93285
2.13E-07,1.35822,2.13E-07,1.61195,2.13E-07,1.85638,2.13E-07,2.20422,2.13E-07,2.5324,2.13E-07,2.94487,2.13E-07,3.23881,2.13E-07,3.90514
2.14E-07,1.35081,2.14E-07,1.60223,2.14E-07,1.84474,2.14E-07,2.18992,2.14E-07,2.51569,2.14E-07,2.92544,2.14E-07,3.21705,2.14E-07,3.87761
2.15E-07,1.34353,2.15E-07,1.59265,2.15E-07,1.83322,2.15E-07,2.17587,2.15E-07,2.49928,2.15E-07,2.90607,2.15E-07,3.19588,2.15E-07,3.85027
2.16E-07,1.33635,2.16E-07,1.5832,2.16E-07,1.82186,2.16E-07,2.1619,2.16E-07,2.48301,2.16E-07,2.88695,2.16E-07,3.17478,2.16E-07,3.82312
2.17E-07,1.32928,2.17E-07,1.5739,2.17E-07,1.81071,2.17E-07,2.14824,2.17E-07,2.46701,2.17E-07,2.86816,2.17E-07,3.15384,2.17E-07,3.79616
2.18E-07,1.32231,2.18E-07,1.56473,2.18E-07,1.79967,2.18E-07,2.13468,2.18E-07,2.45115,2.18E-07,2.8494,2.18E-07,3.13342,2.18E-07,3.76939
2.19E-07,1.31545,2.19E-07,1.55569,2.19E-07,1.78876,2.19E-07,2.12129,2.19E-07,2.43557,2.19E-07,2.83114,2.19E-07,3.11304,2.19E-07,3.7428
2.20E-07,1.30873,2.20E-07,1.54678,2.20E-07,1.77798,2.20E-07,2.10814,2.20E-07,2.42008,2.20E-07,2.81291,2.20E-07,3.09294,2.20E-07,3.71641
2.21E-07,1.30211,2.21E-07,1.53799,2.21E-07,1.7674,2.21E-07,2.09507,2.21E-07,2.40491,2.21E-07,2.79501,2.21E-07,3.0732,2.21E-07,3.6902
2.22E-07,1.29558,2.22E-07,1.52931,2.22E-07,1.75695,2.22E-07,2.08222,2.22E-07,2.38979,2.22E-07,2.77728,2.22E-07,3.05349,2.22E-07,3.66418
2.23E-07,1.28914,2.23E-07,1.52076,2.23E-07,1.74662,2.23E-07,2.06955,2.23E-07,2.37501,2.23E-07,2.75976,2.23E-07,3.03423,2.23E-07,3.63835
2.24E-07,1.28285,2.24E-07,1.51232,2.24E-07,1.7364,2.24E-07,2.05696,2.24E-07,2.36028,2.24E-07,2.74251,2.24E-07,3.0151,2.24E-07,3.61391
2.25E-07,1.27665,2.25E-07,1.50399,2.25E-07,1.72632,2.25E-07,2.04461,2.25E-07,2.34584,2.25E-07,2.72537,2.25E-07,2.99616,2.25E-07,3.59126
2.26E-07,1.27052,2.26E-07,1.49578,2.26E-07,1.71639,2.26E-07,2.0324,2.26E-07,2.33152,2.26E-07,2.70856,2.26E-07,2.97758,2.26E-07,3.56869
2.27E-07,1.26453,2.27E-07,1.48768,2.27E-07,1.70661,2.27E-07,2.0203,2.27E-07,2.31737,2.27E-07,2.69181,2.27E-07,2.95901,2.27E-07,3.54639
2.28E-07,1.25865,2.28E-07,1.47969,2.28E-07,1.69693,2.28E-07,2.00837,2.28E-07,2.30344,2.28E-07,2.67543,2.28E-07,2.9409,2.28E-07,3.52455
2.29E-07,1.25292,2.29E-07,1.4718,2.29E-07,1.68738,2.29E-07,1.99663,2.29E-07,2.28959,2.29E-07,2.65907,2.29E-07,2.92284,2.29E-07,3.50278
2.30E-07,1.2474,2.30E-07,1.46402,2.30E-07,1.67794,2.30E-07,1.98499,2.30E-07,2.27602,2.30E-07,2.64308,2.30E-07,2.90508,2.30E-07,3.4812
2.31E-07,1.24203,2.31E-07,1.45634,2.31E-07,1.66862,2.31E-07,1.97346,2.31E-07,2.26255,2.31E-07,2.62712,2.31E-07,2.88749,2.31E-07,3.4601
2.32E-07,1.23687,2.32E-07,1.44878,2.32E-07,1.65941,2.32E-07,1.96215,2.32E-07,2.24922,2.32E-07,2.61149,2.32E-07,2.86966,2.32E-07,3.43853
2.33E-07,1.23183,2.33E-07,1.44133,2.33E-07,1.64987,2.33E-07,1.95067,2.33E-07,2.2358,2.33E-07,2.59516,2.33E-07,2.85166,2.33E-07,3.41723
2.34E-07,1.22696,2.34E-07,1.43397,2.34E-07,1.6409,2.34E-07,1.93959,2.34E-07,2.22279,2.34E-07,2.57949,2.34E-07,2.83592,2.34E-07,3.3963
2.35E-07,1.22223,2.35E-07,1.42671,2.35E-07,1.63205,2.35E-07,1.92835,2.35E-07,2.20932,2.35E-07,2.56547,2.35E-07,2.81877,2.35E-07,3.37643
2.36E-07,1.21766,2.36E-07,1.41954,2.36E-07,1.62331,2.36E-07,1.91757,2.36E-07,2.19764,2.36E-07,2.54975,2.36E-07,2.80132,2.36E-07,3.35742
2.37E-07,1.21323,2.37E-07,1.41246,2.37E-07,1.61469,2.37E-07,1.90745,2.37E-07,2.18476,2.37E-07,2.53461,2.37E-07,2.78621,2.37E-07,3.33663
2.38E-07,1.20896,2.38E-07,1.40547,2.38E-07,1.60617,2.38E-07,1.89664,2.38E-07,2.17232,2.38E-07,2.52068,2.38E-07,2.76914,2.38E-07,3.3169
2.39E-07,1.20482,2.39E-07,1.3986,2.39E-07,1.59754,2.39E-07,1.88594,2.39E-07,2.15951,2.39E-07,2.50555,2.39E-07,2.75318,2.39E-07,3.29716
2.40E-07,1.20085,2.40E-07,1.39182,2.40E-07,1.58923,2.40E-07,1.8753,2.40E-07,2.14741,2.40E-07,2.49121,2.40E-07,2.7373,2.40E-07,3.2789
2.41E-07,1.19701,2.41E-07,1.38512,2.41E-07,1.58102,2.41E-07,1.86585,2.41E-07,2.13604,2.41E-07,2.4782,2.41E-07,2.72247,2.41E-07,3.25901
2.42E-07,1.19334,2.42E-07,1.37849,2.42E-07,1.57352,2.42E-07,1.85555,2.42E-07,2.12427,2.42E-07,2.46317,2.42E-07,2.70619,2.42E-07,3.24169
2.43E-07,1.18981,2.43E-07,1.37197,2.43E-07,1.5655,2.43E-07,1.84537,2.43E-07,2.11229,2.43E-07,2.4504,2.43E-07,2.69167,2.43E-07,3.22213
2.44E-07,1.18643,2.44E-07,1.36555,2.44E-07,1.55758,2.44E-07,1.83555,2.44E-07,2.10129,2.44E-07,2.43643,2.44E-07,2.67577,2.44E-07,3.20434
2.45E-07,1.18324,2.45E-07,1.35919,2.45E-07,1.54976,2.45E-07,1.82559,2.45E-07,2.08934,2.45E-07,2.42221,2.45E-07,2.66042,2.45E-07,3.18565
2.46E-07,1.1802,2.46E-07,1.35291,2.46E-07,1.54185,2.46E-07,1.8167,2.46E-07,2.07808,2.46E-07,2.40958,2.46E-07,2.64639,2.46E-07,3.16869
2.47E-07,1.17732,2.47E-07,1.34674,2.47E-07,1.53404,2.47E-07,1.80722,2.47E-07,2.06747,2.47E-07,2.39572,2.47E-07,2.63134,2.47E-07,3.15046
2.48E-07,1.17465,2.48E-07,1.34064,2.48E-07,1.52651,2.48E-07,1.79779,2.48E-07,2.05608,2.48E-07,2.38329,2.48E-07,2.61765,2.48E-07,3.13249
2.49E-07,1.17218,2.49E-07,1.33468,2.49E-07,1.51944,2.49E-07,1.7883,2.49E-07,2.04466,2.49E-07,2.37011,2.49E-07,2.60257,2.49E-07,3.11599
2.50E-07,1.16992,2.50E-07,1.32888,2.50E-07,1.51189,2.50E-07,1.77891,2.50E-07,2.0347,2.50E-07,2.35733,2.50E-07,2.58811,2.50E-07,3.09836
2.51E-07,1.16979,2.51E-07,1.3232,2.51E-07,1.5047,2.51E-07,1.77027,2.51E-07,2.02401,2.51E-07,2.34507,2.51E-07,2.57503,2.51E-07,3.08055
2.52E-07,1.17526,2.52E-07,1.31764,2.52E-07,1.49754,2.52E-07,1.76147,2.52E-07,2.01334,2.52E-07,2.33269,2.52E-07,2.56117,2.52E-07,3.06454
2.53E-07,1.18135,2.53E-07,1.31223,2.53E-07,1.49038,2.53E-07,1.75254,2.53E-07,2.00316,2.53E-07,2.32043,2.53E-07,2.54743,2.53E-07,3.04713
2.54E-07,1.18713,2.54E-07,1.30696,2.54E-07,1.48347,2.54E-07,1.74373,2.54E-07,1.99284,2.54E-07,2.30823,2.54E-07,2.53372,2.54E-07,3.03063
2.55E-07,1.19315,2.55E-07,1.3018,2.55E-07,1.4765,2.55E-07,1.73506,2.55E-07,1.98246,2.55E-07,2.29606,2.55E-07,2.5204,2.55E-07,3.01441
2.56E-07,1.20068,2.56E-07,1.29673,2.56E-07,1.46967,2.56E-07,1.72664,2.56E-07,1.97254,2.56E-07,2.28401,2.56E-07,2.50717,2.56E-07,2.99945
2.57E-07,1.20624,2.57E-07,1.29182,2.57E-07,1.46278,2.57E-07,1.71807,2.57E-07,1.96257,2.57E-07,2.27231,2.57E-07,2.49406,2.57E-07,2.98317
2.58E-07,1.21395,2.58E-07,1.28701,2.58E-07,1.45616,2.58E-07,1.70968,2.58E-07,1.95263,2.58E-07,2.2607,2.58E-07,2.48121,2.58E-07,2.96657
2.59E-07,1.22078,2.59E-07,1.28234,2.59E-07,1.44952,2.59E-07,1.70142,2.59E-07,1.94292,2.59E-07,2.24898,2.59E-07,2.46831,2.59E-07,2.95178
2.60E-07,1.2267,2.60E-07,1.27776,2.60E-07,1.44301,2.60E-07,1.69318,2.60E-07,1.93324,2.60E-07,2.23742,2.60E-07,2.45546,2.60E-07,2.93593
2.61E-07,1.23301,2.61E-07,1.27332,2.61E-07,1.43654,2.61E-07,1.68514,2.61E-07,1.92366,2.61E-07,2.22625,2.61E-07,2.44297,2.61E-07,2.92028
2.62E-07,1.23954,2.62E-07,1.26897,2.62E-07,1.43021,2.62E-07,1.67721,2.62E-07,1.91408,2.62E-07,2.21497,2.62E-07,2.43051,2.62E-07,2.90629
2.63E-07,1.24651,2.63E-07,1.26474,2.63E-07,1.42389,2.63E-07,1.6693,2.63E-07,1.90494,2.63E-07,2.20395,2.63E-07,2.41809,2.63E-07,2.89093
2.64E-07,1.25388,2.64E-07,1.26062,2.64E-07,1.41768,2.64E-07,1.66137,2.64E-07,1.89566,2.64E-07,2.19284,2.64E-07,2.40605,2.64E-07,2.8754
2.65E-07,1.26038,2.65E-07,1.25662,2.65E-07,1.41146,2.65E-07,1.65371,2.65E-07,1.88648,2.65E-07,2.18203,2.65E-07,2.39398,2.65E-07,2.8618
2.66E-07,1.26486,2.66E-07,1.25273,2.66E-07,1.40542,2.66E-07,1.64588,2.66E-07,1.87736,2.66E-07,2.17121,2.66E-07,2.38194,2.66E-07,2.84696
2.67E-07,1.27167,2.67E-07,1.24895,2.67E-07,1.39949,2.67E-07,1.63833,2.67E-07,1.86845,2.67E-07,2.1607,2.67E-07,2.37021,2.67E-07,2.83253
2.68E-07,1.27776,2.68E-07,1.2453,2.68E-07,1.39363,2.68E-07,1.63086,2.68E-07,1.8596,2.68E-07,2.15014,2.68E-07,2.35853,2.68E-07,2.81801
2.69E-07,1.28221,2.69E-07,1.24176,2.69E-07,1.38806,2.69E-07,1.62348,2.69E-07,1.85076,2.69E-07,2.13965,2.69E-07,2.347,2.69E-07,2.8046
2.70E-07,1.28729,2.70E-07,1.23835,2.70E-07,1.38248,2.70E-07,1.61612,2.70E-07,1.84197,2.70E-07,2.12941,2.70E-07,2.33536,2.70E-07,2.79024
2.71E-07,1.29074,2.71E-07,1.23508,2.71E-07,1.377,2.71E-07,1.60871,2.71E-07,1.83351,2.71E-07,2.11917,2.71E-07,2.32408,2.71E-07,2.77577
2.72E-07,1.29339,2.72E-07,1.23192,2.72E-07,1.37164,2.72E-07,1.6016,2.72E-07,1.82495,2.72E-07,2.10906,2.72E-07,2.3129,2.72E-07,2.76275
2.73E-07,1.29598,2.73E-07,1.22892,2.73E-07,1.36639,2.73E-07,1.59452,2.73E-07,1.81662,2.73E-07,2.09912,2.73E-07,2.30181,2.73E-07,2.7486
2.74E-07,1.299,2.74E-07,1.22608,2.74E-07,1.36118,2.74E-07,1.58751,2.74E-07,1.80812,2.74E-07,2.08928,2.74E-07,2.29069,2.74E-07,2.73618
2.75E-07,1.30036,2.75E-07,1.22341,2.75E-07,1.35613,2.75E-07,1.58049,2.75E-07,1.79994,2.75E-07,2.07942,2.75E-07,2.27985,2.75E-07,2.7226
2.76E-07,1.30385,2.76E-07,1.22097,2.76E-07,1.35119,2.76E-07,1.57354,2.76E-07,1.79187,2.76E-07,2.06966,2.76E-07,2.26899,2.76E-07,2.70916
2.77E-07,1.30432,2.77E-07,1.22435,2.77E-07,1.34633,2.77E-07,1.56681,2.77E-07,1.78372,2.77E-07,2.06009,2.77E-07,2.25832,2.77E-07,2.69612
2.78E-07,1.32336,2.78E-07,1.2287,2.78E-07,1.34159,2.78E-07,1.56001,2.78E-07,1.77563,2.78E-07,2.05051,2.78E-07,2.24777,2.78E-07,2.68393
2.79E-07,1.33369,2.79E-07,1.23319,2.79E-07,1.33692,2.79E-07,1.55328,2.79E-07,1.76784,2.79E-07,2.041,2.79E-07,2.23746,2.79E-07,2.67085
2.80E-07,1.35408,2.80E-07,1.23778,2.80E-07,1.33237,2.80E-07,1.54676,2.80E-07,1.75983,2.80E-07,2.03176,2.80E-07,2.22693,2.80E-07,2.65819
2.81E-07,1.38848,2.81E-07,1.24267,2.81E-07,1.32788,2.81E-07,1.5401,2.81E-07,1.75214,2.81E-07,2.0225,2.81E-07,2.21662,2.81E-07,2.64542
2.82E-07,1.38833,2.82E-07,1.24807,2.82E-07,1.32352,2.82E-07,1.5337,2.82E-07,1.74442,2.82E-07,2.01339,2.82E-07,2.20641,2.82E-07,2.63272
